quantile,threshold,accuracy,balanced_accuracy,precision,recall,f1,specificity,roc_auc,pr_auc,tn,fp,fn,tp
0.7,0.17310699820518494,0.9497557571528262,0.8120768304346748,0.9762905162064826,0.969886702444842,0.9730780735865988,0.6542669584245077,0.9434918893088962,0.995276776634664,897,474,606,19518
0.75,0.21965986490249634,0.938636892300535,0.8224515117866602,0.9783283308744977,0.9556251242297754,0.9668434679872301,0.6892778993435449,0.9434918893088962,0.995276776634664,945,426,893,19231
0.8,0.26611563563346863,0.929285880437311,0.8375087042394049,0.9810218223187507,0.9427052275889485,0.9614819319852009,0.7323121808898614,0.9434918893088962,0.995276776634664,1004,367,1153,18971
0.85,0.34155431389808655,0.9142591300302396,0.8583708251727691,0.9850358185195012,0.9224309282448817,0.9527059970745978,0.7943107221006565,0.9434918893088962,0.995276776634664,1089,282,1561,18563
0.9,0.4814983606338501,0.8684345196557339,0.8712812074981939,0.990249433106576,0.8680182866229378,0.9251138650566677,0.8745441283734501,0.9434918893088962,0.995276776634664,1199,172,2656,17468
0.925,0.6633457541465759,0.7946964410327984,0.8570493683146984,0.9938391902935815,0.785579407672431,0.8775221337181871,0.9285193289569658,0.9434918893088962,0.995276776634664,1273,98,4315,15809
0.95,0.8535317182540894,0.7418934635961851,0.8390447496854296,0.9953779227841218,0.7276883323394951,0.8407394649213458,0.950401167031364,0.9434918893088962,0.995276776634664,1303,68,5480,14644
0.975,1.1959035396575928,0.6388462433123983,0.7918275401482363,0.996385832463256,0.6164778374080699,0.7616884113584037,0.9671772428884027,0.9434918893088962,0.995276776634664,1326,45,7718,12406
0.99,1.7407643795013428,0.5056989997673877,0.7281951463290836,0.9975903614457832,0.4731663685152057,0.6418820991607401,0.9832239241429613,0.9434918893088962,0.995276776634664,1348,23,10602,9522
